 1092  ,,Terry Rivera,97764,vegapatrick@example.org,NULL,"PSC 9057, Box 4175
APO AE 43097",Runner Shoes Pro,5-6,$35.00,(8.75),"10,50",USD 0.00,"175,00",EUR, PAID,cancelled,US-CA  ,Standard,wholesale ; gift,"\tFragile, handle with care",,
1093,2025-12-02,Stephanie White,NULL,smithmichael@example.org,441-878-0580,"881 Wilcox Streets
Carrieburgh, MP 15770","United States, CA", 5 pcs  ,45.0,0.0,5%,4.99,225.0,,Refunded,cancelled,Dumbbell Set 20kg,\tPickup  ,  first-time/gift,\t!!!  ,1093,
 1094 ,2025-12-22,Janet Jones,CUST-763,masonchristopher at example.com,(800)485-2640x35647,"78869 Raymond Hill
Martinton, AZ 88324","United States, CA", 8-9,,6.2,"9,92",4.99,,  USD ,Paid,fulfilled,stainless water bottle,  Pickup,first-time,,,
 1095 ,2025-12-18,William Wilson,61908,unknown@,297-506-4109x0672 ,"62898 Robert Row
Kathleenland, IL 61579",\tProtein Whey,10,35.00,USD 17.50,28.0,FREE,350.0,usd,Unpaid,partial,United States,Standard,wholesale ; first-time ; gift,Leave at door,,
  #1096,,"Ballard, Dorothy",CUST-794, ELLISRHONDA@EXAMPLE.NET  ,\t001-538-802-4595x601  ,"50945 Johnson Ports
New Carolmouth, VT 96951",YOGA MAT,5 pcs,USD 29.99,$7.50,20%,(9.99),USD 149.95,USD,Refunded,unfulfilled,U.S.A.,Standard,"vip , first-time",Call before delivery,  #1096,
ORD1097,2025-12-02  ,Michelle Perkins,82336,robertsonchristina@example.org,950.658.4831,"98078 Ramirez Hills Apt. 905
Port Jamie ID 33556",Yoga Mat,8 pcs,29.99,USD 12.00,20%,"4,99",239.92  ,EUR,Unpaid,FULFILLED,"United States, CA", Pickup,,Leave at door,,
\t 1098   ,yesterday,Matthew Rose PhD,CUST-151 ,  jacobbautista at example.net  ,NULL,"Unit 4298 Box 3409
DPO AP 70564 ",\tstainless water bottle ,7-8, 15.5 ,$0.00 ,5%,$7.50,7-8,usd,Refunded,unfulfilled,usa,Local Delivery,"first-time , wholesale , vip","Fragile, handle with care",,
1099-01,01-07-2026 00:00,Anthony Larsen,CUST-301,pachecoamber@example.com,(907)380-7456x624,"5117 Janet Pass
Amandaside, MT 38240",Whey Protein,\t8-9,35.0,"14,00",22.4,$4.99,$280.00,,\tPaid  ,cancelled,"United States, CA",Pickup,first-time,"Fragile, handle with care",1099-01,
1100-01, 01/01/2026  ,-,98541,danawilson@example.org,216.302.3731x3510,"066 Cabrera Crossroad
Abbottland, PA 75139",  U.S.A. ,08,29.99,"35,99", (14.40) ,"9,99", $239.92  ,,Unpaid,FULFILLED,\tYoga Mat ,Express,"vip,backorder",,, 01/01/2026  
#1101,  12-09-2025 00:00,Stacy Jones,  61690 ,cheryl70@example.com,NULL,"553 Regina Gateway
Port Pamview, OK 07808",Stainless Water Bottle,08,15.5,(6.20),$7.44,4.99,,USD,Unpaid,unfulfilled,USA,Pickup,vip,"Fragile, handle with care",,
1102,2025-12-01,Elizabeth Andrews,20960,amber85@example.org,+1-594-919-3575,"4752 Olivia Island Apt. 355, East George, AS 25710",RUNNING SHOES (PRO),6.0,  USD 89.99,USD 80.99,$37.80,0.00,6.0,   ,Unpaid,cancelled,"California, US",Pickup,\tfirst-time/wholesale ,Call before delivery,1102,
#1103,2026-01-11,Taylor Garza, CUST-962,garciadaniel@example.org,+1-487-906-3715x2097,"7465 Andersen Rue
Owensview, GU 24226",Whey Protein,4,$35.00,\t$7.00,"9,80","7,50",$140.00,US$,Chargeback,fulfilled,U.S.A.,Express, vip ,"Fragile, handle with care",,
ORD1104,2021/02/19 00:00:00,Pamela Foster,N/A,gallegoscourtney at example.net,001 967 828 4112x11561,,Stainless Water Bottle,04,USD 15.50,10%,USD 4.34  ,"9,99",62.00,\tUSD  ,Partially Refunded,fulfilled,United States,  International ,backorder/vip/wholesale,,,2021/02/19 00:00:00
ORD1105,09/01/2026,Gail Marsh, CUST-686  ,samantha53@example.org, ,"PSC 1731, Box 8861
APO AP 28367",WheyProtein,10.0,,52.5,5%,4.99,350.0,,Chargeback, FULFILLED  ,U.S.A.,Local Delivery,"wholesale,first-time,gift",,ORD1105,
Order ID,Order Date,Customer Name,Customer ID,Email,Phone,Address,Product,Quantity,Unit Price,Discount,Tax  ,Shipping Cost,Total Price,Currency,Payment Status,\tFulfillment Status ,Shipping Country,Shipping Method,Order Tags,  Notes ,,
#1107,,"Hanson, Dwayne",  74265,\trsweeney@example.net ,612.981.2618x0090,"466 English Estates
West Kristifurt, TX 79927",Yoga Mat,10,(29.99),USD 0.00,\t$20.99 ,$7.50,"299,90",,Paid,cancelled,"California, US",Express,backorder,"Fragile, handle with care",,
 ORD-1108,2025-12-12,Melanie Cook,15234, charlesmartinez@example.com ,596.371.6431,"630 Lisa Trail Apt. 171
Jenniferchester, CA 39468",Wh3y Protein,5 pcs,\t35.0 ,"26,25",USD 14.00,FREE,  175.0,USD,Unpaid,cancelled,US, Express,"vip , first-time , wholesale",Leave at door, ORD-1108,2025-12-12
ORD-1109,2025-12-16,Anthony Fowler,14401,jacobsjanet at example.com,null," 87438 Michael Via Apt. 471
Lake Leslieton, GA 53167  ",US-CA,5 pcs,"  45,00  ",33.75,$13.50,9.99,,,Unpaid,unfulfilled,Dumbbell Set 20kg,Standard,,,,
01110,,Bryan Davis,CUST-953,fcarson@example.net,+1-734-802-7828,"62242 Jessica Green Suite 367
West Edward, IL 05163",Yoga Mat,4-5 ,USD 29.99,,$8.40,0,"119,96",,PAID,FULFILLED,  U.S.A. ,\tLocal Delivery,,,,
 1111 ,2026-01-08,Lisa Barber,89134  , lisa16 at example.net  ,null,"01912 Jacob Keys Suite 310
Port Christopherburgh, NJ 59021",Yoga Mat,9, 29.99,,USD 18.89,USD 4.99,"\t269,91 ",,  PAID,unfulfilled,usa,International,backorder|first-time,, 1111 ,
ORD-1112,2025-11-29,Nicholas Rodriguez,  CUST-917 ,xshaw@example.net,na,"01303 Martin Cliffs, Michaelmouth, TN 39832",Wh3y Protein,6  ,USD 35.00,$0.00,$16.80,  4.99 ,(210.00),US$,Refunded,fulfilled,United States,International,,"\tFragile, handle with care  ",,2025-11-29
 ORD-1113  ,2026-01-21,Jeffrey Miller,22818,stephaniegood@example.org,001-402-430-3990x7802,na,Stainl3ss Water Bottle,03,,USD 2.33,USD 3.72,"9,99",$46.50,EUR  , Refunded, partial ,U.S.A.,Local Delivery,"first-time , vip , backorder", Call before delivery  ,,
1114,2026/01/24 00:00:00,"West, Kimberly ",74102,adrian06@example.com,(243)905-8392,"020 Burke Row
South Cindy, PW 49679",yoga mat,8,29.99,$12.00 ,,7.50,239.92,,Partially Refunded,unfulfilled,"United States, CA",\tPickup,backorder;wholesale,"Fragile, handle with care",1114,
#1115, yesterday  ,Kaitlyn Jordan,71092,fhoffman@example.org,+1-840-873-9044x346  ,"784 James Haven Apt. 608
Hermanton, VA 47863",  Stainless Water Bottle ,7.0,15.5,5%,8.68,4.99,108.5,USD,Paid,unfulfilled,US,Standard, vip|first-time  ," Fragile, handle with care",,
 ORD1116,\t14/01/2026  ,  Alexis Olsen ,CUST-199  ,JOHNSONLAURA@EXAMPLE.ORG,(461)218-4428x0781,"PSC 8229, Box 9395
APO AA 81814",Yoga Mat,5,(29.99),5%,10%,0,USD 149.95,,paid,FULFILLED,USA,  Pickup  ,backorder,,,\t14/01/2026  
ORD1117,23/12/2025,Laura Douglas,CUST-204,jesussnyder@example.com,699.993.8200x457,"33628 Downs Turnpike
West Marc, FM 93099",Protein Whey,9 pcs,"15,50",  0.0 ,\t$9.77,$4.99,USD 139.50,,Partially Refunded,fulfilled,"United States, CA",Local Delivery,,"Fragile, handle with care",ORD1117,
01118,04/12/2025,Erika Ellis,79067,lisa53@example.net, 897360 9635  ,"50566 Goodwin Grove Apt. 531
Kellychester, MO 07185",WHEY PROTEIN,2 pcs,35.0,$3.50,$5.60,$7.50,70.0,USD,paid,partial,U S A,International,,"Fragile, handle with care",,
1119,2026-01-05,Bryan Jackson,40473,donald84@example.net,001-412-495-0194,"\tUSCGC Medina, FPO AE 52649  ",Yoga Mat,10-11,29.99,44.98,$17.99,9.99,10-11,,Chargeback,unfulfilled,"\tCalifornia, US ",  Pickup ,,Call before delivery,,
Order ID,Order Date,Customer Name,Customer ID,Email,Phone,Address,  Product  ,\tQuantity,Unit Price,Discount,Tax,Shipping Cost,Total Price,Currency,Payment Status,Fulfillment Status,Shipping Country,Shipping Method,Order Tags,Notes,Order ID,Order Date
#1121,21/01/2026,Ryan Banks,65989,wrussell at example.net,653.958.7490,"2420 Amanda Oval Apt. 139
South Williemouth, ND 99337",Dumbbell Set 20kg,03,USD 45.00,,$10.80,0,135.00,EUR,Chargeback,partial,United States of America,Local Delivery,first-time ; vip ; gift,  ,,
1122,2026-01-22,Kyle Clements,CUST-450,bjohnson@example.org,001-459-668-6208x237,"Unit 5640 Box 6446
DPO AA 02987",Running Shoes (Pro),9,89.99,80.99,$64.79,4.99,(809.91),usd,Unpaid,  cancelled  ,US,Pickup,backorder, ,,
01123,10/01/2026,Justin Park,93187,NULL,+1-319-705-2641x3074,"Unit 7442 Box 0423
DPO AA 01147",Whey Protein,10,35.0,USD 0.00  ,28.0,USD 4.99,350.0, US$  ,Chargeback,unfulfilled,"United States, CA",International,first-time ; gift,"Fragile, handle with care",01123,
 1124 ,21/12/2025,\tAngela Doyle ,CUST-421,clarkdavid at example.net,843 570 5286,"PSC 5414, Box 9501, APO AA 87238",Dumbbell Set 20Kg,9 pcs,45.0,,$28.35,$0.00,405.00,USD,Partially Refunded,  unfulfilled ,United States of America,Local Delivery,,,,21/12/2025
 1125 ,11/01/2026,"Mcbride, Christian",52353,\tenelson at example.net ,  637647 0901 ,"318 Merritt Green Apt. 063
Port Michaeltown, IA 26444",Running Shoes (Pro),7-8,89.99,94.49,\t44.1 ,4.99,$629.93,usd,Refunded,unfulfilled,United States of America,International,wholesale,,,
1126,01-03-2026 00:00,Carol Robles,CUST-810,,588-615-9136x26525,"Unit 5683 Box 2315
DPO AE 80114",Whey Protein,06,35.0,(0.00),$12.60,"  0,00",\t210.0,,Refunded,FULFILLED,"California, US",Standard,,\tCall before delivery,1126,
#1127,01-11-2026 00:00,  Brent Mcmahon ,99621,,+1-904-569-8045x88460,"6430 Rachel Plaza
Robertport, AZ 60486",Whey Protein,06,USD 35.00 ,5%,10%, 7.50  ,210.0,USD,  Partially Refunded ,FULFILLED, USA,Express,,,,
 ,2025-12-15,Seth Duncan,37709 ,,NULL,"17297 Jared Haven, North Kyle, DC 46406",Dumbbell Set 20kg,3,45.0,$0.00,,  9.99  ,USD 135.00,US$,Partially Refunded,  fulfilled  , United States ,International,backorder|vip,,,2025-12-15
ORD-1129,12/12/2025,Lance Garcia,45715,parkereric@example.org,595 695 2629x95700,"\t09914 Beth Knolls, Hoodport, MI 02159", Yoga Mat,  05,USD 29.99,"0,00", $10.50  ,7.50,USD 149.95,\tusd,PAID, unfulfilled  ,"  California, US  ",International  ,"vip,backorder","Fragile, handle with care",ORD-1129,
1130-01,2026.01.25,William Novak,50808,jessica20@example.org,378.635.6319x21281,"72567 Anna Valley
Lake Cassandra, NE 73547",Dumbbell Set 20kg,6-7,$45.00,0.0,$21.60,$9.99,(270.00),  USD  ,Unpaid,\tpartial  ,US,Pickup ,vip,,,
#1131,2025-11-28,Andrew Schneider,,  megan87@example.net ,400-678-7334x50573,"603 Wood Field
Kingburgh, AS 62649 ",Yoga Mat,3,29.99,$4.50,$6.30 ,9.99,$89.97,\tUS$,  Refunded  ,fulfilled,US,Standard,"first-time,wholesale",!!!,,
1132-01,04/12/2025,Robert Morales,97312,EVANSDAVID@EXAMPLE.NET,931-699-9069x0207,"8941 Brandi Throughway Apt. 195
Erinton, LA 85720",  Dumbbell Set 20kg ,5.0,45.0,\t0.0 ,"13,50",$0.00,5.0,EUR,PAID,fulfilled,U.S.A.,Local Delivery, vip,,1132-01,04/12/2025
\t1133-01  ,2026-01-08,"Hines, Kelly",CUST-352,kruegershane@example.com,001-665-558-1030,"56549 Johnson Garden
New Jeff, DC 16900",Yoga Mat,01 ,(29.99),1.5,,FREE,USD 29.99,US$,Paid,fulfilled,USA, International ,first-time/wholesale,Leave at door,,
ORD-1134,2026-01-17,Jeffery Garrett,,,null,"245 Butler Lane
North Jeremy, AZ 65953",Whey Protein,6 pcs,35.00,21.0,12.6,$7.50,USD 210.00,USD,\tPartially Refunded ,partial,US  ,Standard,  vip;gift ,"Fragile, handle with care",,
NULL,2025/12/27 00:00:00,Christine Yang,CUST-953,emily96@example.com,001-338-900-0793x6931  ,"290 Moody Brook
South Laura, OR 19656",Protein Whey,5-6,15.50 ,"11,62",USD 6.20,USD 9.99,77.5,,paid,partial ,"California, US",\tExpress  ,first-time,,NULL,
01136,01-15-2026 00:00,Richard Sandoval,CUST-281,heatherturner@example.net,,"59976 Brandt Mount
Charlotteville, MS 52987",running shoes (pro),8,89.99,USD 36.00,, USD 4.99  ,  719.92  ,US$,\tpaid, FULFILLED,usa,Standard,first-time;vip;gift,"Fragile, handle with care",,01-15-2026 00:00
  1137-01 ,2025-12-16,Tyler Nash,CUST-695,  pschwartz@example.com  ,337-933-3463x99439,"1219 Spencer Knoll
South Jennabury, NH 53318",Running Shoes (Pro),\t06,  USD 89.99 ,(80.99),(37.80),,$539.94,,paid,fulfilled,"\tUnited States, CA",International,,"\tFragile, handle with care ",,
Order ID,Order Date,Customer Name,Customer ID,Email,Phone,Address,Product,Quantity, Unit Price  ,Discount,Tax,  Shipping Cost  ,Total Price,Currency,Payment Status,Fulfillment Status,Shipping Country,Shipping Method,Order Tags,Notes,Order ID,
1139-01,,Bethany Jones,CUST-657,,332913 7391,"723 Robert Crossing
Melissaville, HI 27317",Yoga Mat,5-6,"  29,99  ",7.50,12.0  ,  4.99  ,149.95,EUR,Chargeback,partial,"California, US",International,gift;first-time;wholesale,"Fragile, handle with care",,
ORD-1140,24/12/2025,"\tHayes, Steven",21459,arnoldmary at example.net,,"173 Stevens Way, South Colleen, FM 47468",Runner Shoes Pro,9-10,"45,00",20.25,32.4,9.99, 9-10  ,USD,Refunded,partial,"  United States, CA",Standard,wholesale,,,24/12/2025
#1141,19/02/2021,Alexis Gomez,54857,rosebenjamin@example.com,505-869-4378,"Unit 9248 Box 4817
DPO AE 05802",Running Sho3s (Pro),04,$89.99,"18,00",(28.80),(7.50),USD 359.96,,paid,cancelled,United States of America,International,,Call before delivery,#1141,
  1142 ,2025-12-15,Christopher Paul,,\tHOUSTONBEVERLY@EXAMPLE.COM,897.847.4832,"USNV Hernandez
FPO AA 50321", Stainless Water Bottle,9,$15.50,10%,"11,16","9,99",(139.50),US$,PAID,cancelled,US-CA,Pickup,vip;gift;wholesale,!!!,,
1143,2025-12-04,Martin Yu,80193,jessethomas@example.org,+1 405 421 1814x460,"92540 Johnson Port Apt. 346
Edwardsbury, OH 16425",Stainless Water Bottle,2,15.50,0.0,$1.86,USD 0.00,\t(31.00)  ,usd,\tpaid,unfulfilled,"California, US",Standard,,  Call before delivery ,,
01144,2025-12-10,Kim Alexander,CUST-595,yjones@example.com,null,"8352 Selena Manors, Lake Lisa, RI 85554", US-CA  , 10  ,,$15.50,$10.85,USD 0.00,155.00,EUR,paid,unfulfilled,Yoga Matt,International,first-time|gift|backorder,\tCall before delivery,01144,2025-12-10
1145,23/01/2026 ,\tDavid Wells ,46188,steven30 at example.net,NULL,"65170 Brown Falls, East Christopherland, WV 33407",Stainless Water Bottle,09,15.50,6.98,USD 9.77,7.50,,EUR, Refunded,partial,"United States, CA",\tPickup ,gift,"Fragile, handle with care",,
01146,  01-09-2026 00:00  , Sarah Smith  , 47973  ,scott17@example.net,947.372.9581x00769,"36844 Ashley Club Suite 994
Morganmouth, MD 57851",\tYoga Mat ,7.0, 29.99 ,10.5,$12.60, 9.99 ,USD 209.93,,paid, cancelled  ,"United States, CA",International,,,,
1147,2026-01-11,"Edwards, William",CUST-267,sylvia66@example.org ,(587)673-9787,"10171 David Locks Suite 359
Millerstad, AL 43213",Protein Whey,10,$29.99,44.98,  USD 17.99 ,0,"299,90",USD,Chargeback, cancelled  ,U.S.A.  ,Local Delivery,\tfirst-time,Call before delivery,1147,
01148,2025-12-18,Amber Pearson,\t63452,,\t450.330.9370x9471, ,StainlessWaterBottle,7, 15.5  ,USD 0.00, $7.60 , 0 ,108.5 ,,Refunded, fulfilled,"United States, CA",International,gift;first-time ,,,2025-12-18
ORD1149,\t2025-12-20  ,Kevin Miles,83172,mooneyjerry@example.net,NULL,na,Yoga Mat,8-9,,  (12.00)  , 19.19,9.99,USD 239.92  ,EUR,Chargeback  ,fulfilled,U S A,Express,,,,
ORD1150,2026/01/22 00:00:00,Sean Thomas,CUST-740,DEBORAH81@EXAMPLE.ORG,561.551.4792x60779,"3823 Simon Coves
Jimfurt NC 11172",Yoga Mat,8-9,$29.99,USD 23.99,5%,$4.99,239.92,,Chargeback,fulfilled,US-CA,  Pickup,,,ORD1150,
ORD-1151,2026/01/20 00:00:00,\tDennis Nelson  ,CUST-473,KEVERETT@EXAMPLE.ORG,NULL,"129 Lindsey Points Apt. 352
Amandamouth TX 91180",Runner Shoes Pro, 6.0 ,$35.00,10.5,USD 12.60,0,210.0  ,   ,Chargeback,FULFILLED,US-CA,Express,vip/gift/first-time,Leave at door,,
01152,  04/12/2025  ,Mackenzie Johnson,CUST-655,jacobsoto at example.org,(785)671-5500x865,"  6948 Mata Brooks Suite 569
New Kelseyfort, ID 10773",Yoga Mat,10.0,29.99,  29.99  ,USD 23.99,  7.5  ,, ,\tPaid  ,fulfilled,U.S.A.,Pickup,\twholesale ; first-time ; vip  ,"Fragile, handle with care",,  04/12/2025  
1153-01,11/12/2025,"Miller, John",\tCUST-632, crystalsmith@example.org,+1 233 930 3231x1236,"72490 Smith Estates Suite 089
Lake Ernest, AZ 87137",  running shoes (pro) ,03,89.99,5%, 10%,"0,00",(269.97),EUR,Paid,fulfilled,US-CA,Standard,,Call before delivery,1153-01,
ORD-1154,2026/01/18 00:00:00,Mark Ramirez,85121,romanashlee@example.net,743.258.7435," 7320 Fields Springs Apt. 283
Kimberlyview, NE 15873 ",Whey Protein,5.0,35.0,15%,12.25,7.5, $175.00 ,EUR,\tpaid  ,\tfulfilled,United States,International,,Leave at door,,
Order ID,Order Date,Customer Name,Customer ID,Email,Phone,Address,Product,Quantity,Unit Price,Discount,Tax,Shipping Cost, Total Price  ,Currency,Payment Status,Fulfillment Status, Shipping Country,Shipping Method,  Order Tags  ,Notes,,
1156,2025/12/25 00:00:00,  Angela Marshall,33438,matthewsellers@example.net  ,7254486494,"46553 Mikayla Pine
North Michael, VA 12886",Stainless Water Bottle,8.0,(15.50),\t$0.00,(9.92), $9.99  ,124.0,USD,Unpaid,partial,"\tCalifornia, US  ",International,wholesale,Leave at door,1156,2025/12/25 00:00:00
ORD1157,2025-12-14,Ashley Parker,NULL,megan22@example.com,\t001-662-521-8645x27212,"1867 Kramer Mountains Suite 437, Mariestad, MN 24481",StainlessWaterBottle,06,$15.50,  15% ,6.51,USD 9.99  ,06,usd,\tChargeback,\tfulfilled,United States,Local Delivery,"backorder , vip",,,
#1158, yesterday,Henry Middleton,CUST-982,ejimenez@example.com,+1-743-595-8482x6510,"\t066 Dwayne Rapid, West Lindaland, SD 74556  ",Protein Whey,8,35.0,28.00,USD 19.60,$0.00,$280.00,   ,Chargeback,cancelled,US-CA,\tStandard  ,,,,
\tORD-1159  ,2025-12-26,David Smith,  CUST-698,kimberly14@example.org,\t001-226-406-2542x8323  ,"37444 Todd Center Apt. 368, South Jasmineside, MO 33430",RUNNING SHOES (PRO),  10,89.99,,$71.99,4.99,\tUSD 899.90 ,US$,Paid,cancelled,"California, US", Standard ,"gift,wholesale",,\tORD-1159  ,
#1160,12-11-2025 00:00,Carolyn Anderson MD,CUST-340,gardnermichael@example.net,901.260.2557,"9807 Brian Garden
South Adamfort, KS 90493", Dumbbell Set 20kg ,7 pcs,$45.00,$15.75,22.05,4.99,315.0,usd,PAID,fulfilled,"United States, CA", International,vip/first-time/gift,,,12-11-2025 00:00
01161,,Gregory Cox ,  CUST-606  ,robertfrazier@example.net,001 209 392 0633x74493,,Whey Protein,6,$35.00,0.0,20%,USD 0.00,  $210.00  ,US$,Unpaid,fulfilled,US-CA,Express,"first-time,vip,gift",Leave at door,,
 1162 ,02/01/2026,Andrea Palmer,50209  ,kleinscott@example.net,001-768-396-1498x74010,"75351 Tran Run
Lake Briannamouth, PW 82535",USA,10.0,$89.99,$134.98,53.99,4.99,899.9,US$,Refunded,partial,Running Shoes (Pro),Pickup,backorder ; wholesale,!!!, 1162 ,
#1163,2025/12/21 00:00:00,Emily Thomas,33714,YOUNGPAUL@EXAMPLE.COM,+1-483-843-2792x1283,"6685 Dalton Way
West Eric, LA 70675",Stainless Water Bottle,7.0,15.50,USD 16.27,\tUSD 6.51  ,4.99,"108,50",EUR,Partially Refunded,partial,United States of America,Express,vip,  ,,
1164-01,2026-01-06,Howard Gonzalez,, lisa68@example.net  , (581)229-9726x4832,"221 Hall Mill, Davidville, WV 50886",WHEY PROTEIN,06,(35.00)  ,USD 31.50,"14,70","4,99",USD 210.00,EUR,Partially Refunded, FULFILLED, U S A,Local Delivery,backorder,Call before delivery,,2026-01-06
01165,  29/11/2025,Julie Allen,40670, walterday@example.net ,+1-994-698-3300x70554,"4108 Vazquez Mill Apt. 906
Matthewmouth, MA 51761",Running Shoes (Pro),1 pcs,"89,99",5%,USD 7.20,$9.99,89.99,,Partially Refunded,unfulfilled,  USA ,Express,first-time;wholesale ,,01165,
ORD-1166,  2025-12-05,Crystal Mack,CUST-595,user at mail.com,  711-555-8911 ,"\t10620 Austin Camp, Johnchester, MS 06327",Yoga Mat,1 pcs,29.99,$1.50,  USD 2.40,4.99,"29,99",US$,  PAID ,partial,U.S.A., International ,"  backorder , wholesale , first-time","Fragile, handle with care",,
 1167 ,2026-01-18,Colleen Vargas,75724,user at mail.com,na,"  5670 Anita Parks Apt. 135
Amandafort, PA 81807 ",Running Shoes (Pro),5,,45.0,  27.0  ,,5,,Chargeback,unfulfilled,"United States, CA",Standard,,Call before delivery,,
  ORD1168  ,26/12/2025,Jason Miller, ,nfrank@example.net,347.611.6279,"41116 Diaz Spring Suite 389, East Isaac, DC 17401",Running Shoes (Pro),03,  $89.99  ,$13.50,(18.90),0,,EUR,Refunded,unfulfilled,U S A,\tPickup ,wholesale,Call before delivery,  ORD1168  ,26/12/2025
 1169 ,17/12/2025,"Brown, Edward",\tCUST-905 ,martineznancy@example.org,(541)955-6738x15775,"28911 Destiny Hills
North Joyce, MH 46158",\tWhey Protein,\t9 ,$35.00,15%,25.20,FREE,"315,00",,Chargeback,fulfilled,United States,Pickup,,!!!,,
ORD1170, 20/12/2025, Kevin Kennedy  , 61164  ,\thernandezrobert@example.net  ,+1-855-822-4203x281,,\tDumbbell Set 20kg ,  9 pcs,  45.0 , 60.75,24.3,"9,99",USD 405.00,USD,Paid,FULFILLED,US-CA,Local Delivery,wholesale ; vip ; gift,,,
 1171,01-11-2026 00:00,Kevin Klein,CUST-855,arnoldpaul@example.net,001-342-384-2792x4565,"4976 Castillo Corners
West Eileen, MA 51506",Dumbbell Set 20kg,07,45.0, $47.25,,$0.00, $315.00,,Refunded,unfulfilled,US-CA,International,backorder, , 1171,
1172,\tN/A,Elizabeth Mckee,83736,MEAGAN00@EXAMPLE.NET,(516)450-6597x00245,"4584 Kennedy Forges
Gainesfort, NJ 05536",  STAINLESS WATER BOTTLE, 08 ,"15,50",,9.92,$0.00,124.0,US$,Paid,fulfilled,"United States, CA", International ,backorder,,,\tN/A
1173,30/11/2025 ,Tammy Peterson,null,unknown@,+1-667-794-7149x169,"634 Curtis Falls Apt. 448, New Gabrieltown, HI 22598",Yoga Mat, 4-5  ,29.99,\t10% ,USD 8.40,$7.50,\t(119.96) ,usd,Refunded,cancelled,"California, US",\tLocal Delivery,,,,
01174,2025-12-10,\tElaine Schmidt ,CUST-897, pricestephen@example.com  ,+1-354-272-5727x9496,"448 Grant Plains
Curtisburgh, UT 67015",\tYoga Mat  ,3.0,29.99,10%,"5,40",  FREE  ,USD 89.97,  USD,PAID,cancelled,"United States, CA",Pickup ,,,01174,
ORD1175,2025-12-15,"\tGarcia, Tina  ",CUST-607,vdonaldson@example.com,519-317-0431x59140,"7241 Douglas Bridge
Escobarshire SC 66840",dumbbell set 20kg,  1,45.00,"4,50","2,70",  (9.99)  ,45.00,EUR,Partially Refunded ,partial ,"United States, CA",International,"  vip,gift  ",,,
ORD1176,01-11-2026 00:00,Tammy Burgess,CUST-251,,001-747-776-5800x9795," 298 Brittany River Apt. 084
Millerton, AK 31599",Whey Protein,2,35.00,$3.50,"\t5,60 ",7.5,\t70.0 ,,PAID,FULFILLED,"\tUnited States, CA ",International,"backorder , wholesale , first-time",  ,,01-11-2026 00:00
01177,2025.12.18,Nicolas Griffin,null,NULL,603-938-8609,"796 Laura Walk, Harperberg, MT 08629",Dumbbell Set 20kg,1,45.0,"2,25",,\tFREE,"45,00",EUR,Paid,unfulfilled,USA,Pickup,,,01177,
1178-01,2025-12-09,Tracy Ford,39026,ejohnson@example.com,487.978.7307,"3847 York Burg
East Brandonville, PW 42245", Yoga Mat,5-6,29.99,22.49,USD 10.50,7.5,149.95,usd,\tUnpaid  ,partial,\tUS,Standard,wholesale ; vip ; gift,  ,,
1179-01,06/01/2026,Rebecca Clarke,\tCUST-439,RUIZBRYAN@EXAMPLE.COM,8817411846,"856 Shaw Glens Apt. 118
Morrisberg ND 30235",running shoes (pro),3,USD 89.99,0.00,,9.99,3,usd,  Paid,FULFILLED,US-CA,International,gift;wholesale;first-time,Leave at door,,
1180,16/01/2026,"Henderson, Patricia",  CUST-259 ,patriciamarsh@example.net,  (938)797-7138x1076 ,"55532 Pamela Expressway
Lake Stephanie OK 94692",RUNNING SHOES (PRO),6,(89.99),"\t27,00  ",USD 43.20,4.99,539.9399999999999,usd,paid,unfulfilled,US-CA,Express,vip,"  Fragile, handle with care",1180,16/01/2026
ORD1181,12-03-2025 00:00 ,Michael Fields,19171, mcdanielmichael@example.org ,294-697-6234,"035 Chloe Square Apt. 038
North Tyronechester, KS 90173",yoga mat,09,(29.99),(0.00),16.19,"4,99",269.91,\t  ,PAID,unfulfilled,U S A,Local Delivery,first-time/wholesale/backorder,"Fragile, handle with care",,
\t1182-01,2025.12.20,Jennifer Rhodes,CUST-233, doughertymadison at example.com  ,283 619 4062x474,"989 Nunez Throughway Apt. 068, Padillaland, MD 88678",Dumbbell Set 20kg,02,USD 45.00,$4.50,6.30,USD 0.00,(90.00),US$,Chargeback,FULFILLED,USA,Pickup,,Leave at door,,
1183 ,13/01/2026,"  Adams, Juan  ",19789,NGUERRA@EXAMPLE.NET,323-226-7485,"10751 Jake Ridge
New Victoriashire, MS 56271",DUMBBELL SET 20KG ,8,(45.00),\t$0.00, USD 25.20,7.50,"360,00",USD,Paid,cancelled,\tU S A ,Local Delivery ,"wholesale,vip,backorder",,1183 ,
#1184,2025.12.26,Ryan Hall,  15144  , ynguyen@example.com  , na  ,"2469 Jose Island
Ramoshaven, ME 73195",Stainless Water Bottle,1-2,(15.50),\t5% ,20%,$9.99," 15,50  ",,Paid,FULFILLED,United States, Standard,,,,2025.12.26
ORD1185,01/01/2027,Charles Johnson,CUST-350,anthony84 at example.org,826.259.5307x331,"02840 Charles Avenue Apt. 162
Lake Aprilborough, IL 18666",Stainless Water Bottle,4 pcs,$15.50,15%,$3.72,$4.99,62.0,USD,PAID,  FULFILLED ,US,International,"vip , gift , backorder",!!!,,
