order_id,order_date,customer_name,customer_id,email,phone,address,product,quantity,unit_price,discount,tax,shipping_cost,total_price,currency,payment_status,fulfillment_status,shipping_country,shipping_method,order_tags,notes,orderid,orderdate
ORD-1108,2025-12-12,Melanie Cook,15234,charlesmartinez@example.com,5963716431,"630 Lisa Trail Apt. 171 Jenniferchester, CA 39468",Wh3y Protein,5.0,35.0,26.25,14.0,,175.0,USD,unpaid,cancelled,US,Express,vip;first-time;wholesale,Leave at door,ORD-1108,2025-12-12
ORD-1109,2025-12-16,Anthony Fowler,14401,jacobsjanet at example.com,,"87438 Michael Via Apt. 471 Lake Leslieton, GA 53167",US-CA,5.0,45.0,33.75,13.5,9.99,,,unpaid,unfulfilled,Dumbbell Set 20kg,Standard,,,,
01110,,Bryan Davis,CUST-953,fcarson@example.net,17348027828,"62242 Jessica Green Suite 367 West Edward, IL 05163",Yoga Mat,4.5,29.99,,8.4,0.0,119.96,,paid,fulfilled,U.S.A.,Local Delivery,,,,
1111,2026-01-08,Lisa Barber,89134,lisa16 at example.net,,"01912 Jacob Keys Suite 310 Port Christopherburgh, NJ 59021",Yoga Mat,9.0,29.99,,18.89,4.99,269.91,,paid,unfulfilled,usa,International,backorder;first-time,,1111,
ORD-1112,2025-11-29,Nicholas Rodriguez,CUST-917,xshaw@example.net,,"01303 Martin Cliffs, Michaelmouth, TN 39832",Wh3y Protein,6.0,35.0,0.0,16.8,4.99,-210.0,US$,refunded,fulfilled,United States,International,,"Fragile, handle with care",,2025-11-29
ORD-1113,2026-01-21,Jeffrey Miller,22818,stephaniegood@example.org,00140243039907802,,Stainl3ss Water Bottle,3.0,,2.33,3.72,9.99,46.5,EUR,refunded,partial,U.S.A.,Local Delivery,first-time;vip;backorder,Call before delivery,,
1114,2026-01-24,"West, Kimberly",74102,adrian06@example.com,2439058392,"020 Burke Row South Cindy, PW 49679",yoga mat,8.0,29.99,12.0,,7.5,239.92,,partially refunded,unfulfilled,"United States, CA",Pickup,backorder;wholesale,"Fragile, handle with care",1114,
#1115,,Kaitlyn Jordan,71092,fhoffman@example.org,18408739044346,"784 James Haven Apt. 608 Hermanton, VA 47863",Stainless Water Bottle,7.0,15.5,0.05,8.68,4.99,108.5,USD,paid,unfulfilled,US,Standard,vip;first-time,"Fragile, handle with care",,
ORD1116,2026-01-14,Alexis Olsen,CUST-199,johnsonlaura@example.org,46121844280781,"PSC 8229, Box 9395 APO AA 81814",Yoga Mat,5.0,-29.99,0.05,0.1,0.0,149.95,,paid,fulfilled,USA,Pickup,backorder,,,2026-01-14
ORD1117,2025-12-23,Laura Douglas,CUST-204,jesussnyder@example.com,6999938200457,"33628 Downs Turnpike West Marc, FM 93099",Protein Whey,9.0,15.5,0.0,9.77,4.99,139.5,,partially refunded,fulfilled,"United States, CA",Local Delivery,,"Fragile, handle with care",ORD1117,
01118,2025-04-12,Erika Ellis,79067,lisa53@example.net,8973609635,"50566 Goodwin Grove Apt. 531 Kellychester, MO 07185",WHEY PROTEIN,2.0,35.0,3.5,5.6,7.5,70.0,USD,paid,partial,U S A,International,,"Fragile, handle with care",,
1119,2026-01-05,Bryan Jackson,40473,donald84@example.net,0014124950194,"USCGC Medina, FPO AE 52649",Yoga Mat,10.5,29.99,44.98,17.99,9.99,10.5,,chargeback,unfulfilled,"California, US",Pickup,,Call before delivery,,
Order ID,,Customer Name,Customer ID,email,Phone,Address,Product,,,,,,,CURRENCY,payment status,fulfillment status,Shipping Country,Shipping Method,order tags,Notes,Order ID,
#1121,2026-01-21,Ryan Banks,65989,wrussell at example.net,6539587490,"2420 Amanda Oval Apt. 139 South Williemouth, ND 99337",Dumbbell Set 20kg,3.0,45.0,,10.8,0.0,135.0,EUR,chargeback,partial,United States of America,Local Delivery,first-time;vip;gift,,,
1122,2026-01-22,Kyle Clements,CUST-450,bjohnson@example.org,0014596686208237,Unit 5640 Box 6446 DPO AA 02987,Running Shoes (Pro),9.0,89.99,80.99,64.79,4.99,-809.91,USD,unpaid,cancelled,US,Pickup,backorder,,,
01123,2026-10-01,Justin Park,93187,,131970526413074,Unit 7442 Box 0423 DPO AA 01147,Whey Protein,10.0,35.0,0.0,28.0,4.99,350.0,US$,chargeback,unfulfilled,"United States, CA",International,first-time;gift,"Fragile, handle with care",01123,
1124,2025-12-21,Angela Doyle,CUST-421,clarkdavid at example.net,8435705286,"PSC 5414, Box 9501, APO AA 87238",Dumbbell Set 20Kg,9.0,45.0,,28.35,0.0,405.0,USD,partially refunded,unfulfilled,United States of America,Local Delivery,,,,2025-12-21
1125,2026-11-01,"Mcbride, Christian",52353,enelson at example.net,6376470901,"318 Merritt Green Apt. 063 Port Michaeltown, IA 26444",Running Shoes (Pro),7.5,89.99,94.49,44.1,4.99,629.93,USD,refunded,unfulfilled,United States of America,International,wholesale,,,
1126,2026-01-03,Carol Robles,CUST-810,,588615913626525,Unit 5683 Box 2315 DPO AE 80114,Whey Protein,6.0,35.0,-0.0,12.6,0.0,210.0,,refunded,fulfilled,"California, US",Standard,,Call before delivery,1126,
#1127,2026-01-11,Brent Mcmahon,99621,,1904569804588460,"6430 Rachel Plaza Robertport, AZ 60486",Whey Protein,6.0,35.0,0.05,0.1,7.5,210.0,USD,partially refunded,fulfilled,USA,Express,,,,
,2025-12-15,Seth Duncan,37709,,,"17297 Jared Haven, North Kyle, DC 46406",Dumbbell Set 20kg,3.0,45.0,0.0,,9.99,135.0,US$,partially refunded,fulfilled,United States,International,backorder;vip,,,2025-12-15
ORD-1129,2025-12-12,Lance Garcia,45715,parkereric@example.org,595695262995700,"09914 Beth Knolls, Hoodport, MI 02159",Yoga Mat,5.0,29.99,0.0,10.5,7.5,149.95,USD,paid,unfulfilled,"California, US",International,vip;backorder,"Fragile, handle with care",ORD-1129,
1130-01,2026-01-25,William Novak,50808,jessica20@example.org,378635631921281,"72567 Anna Valley Lake Cassandra, NE 73547",Dumbbell Set 20kg,6.5,45.0,0.0,21.6,9.99,-270.0,USD,unpaid,partial,US,Pickup,vip,,,
#1131,2025-11-28,Andrew Schneider,,megan87@example.net,400678733450573,"603 Wood Field Kingburgh, AS 62649",Yoga Mat,3.0,29.99,4.5,6.3,9.99,89.97,US$,refunded,fulfilled,US,Standard,first-time;wholesale,!!!,,
1132-01,2025-04-12,Robert Morales,97312,evansdavid@example.net,93169990690207,"8941 Brandi Throughway Apt. 195 Erinton, LA 85720",Dumbbell Set 20kg,5.0,45.0,0.0,13.5,0.0,5.0,EUR,paid,fulfilled,U.S.A.,Local Delivery,vip,,1132-01,2025-04-12
1133-01,2026-01-08,"Hines, Kelly",CUST-352,kruegershane@example.com,0016655581030,"56549 Johnson Garden New Jeff, DC 16900",Yoga Mat,1.0,-29.99,1.5,,,29.99,US$,paid,fulfilled,USA,International,first-time;wholesale,Leave at door,,
ORD-1134,2026-01-17,Jeffery Garrett,,,,"245 Butler Lane North Jeremy, AZ 65953",Whey Protein,6.0,35.0,21.0,12.6,7.5,210.0,USD,partially refunded,partial,US,Standard,vip;gift,"Fragile, handle with care",,
,2025-12-27,Christine Yang,CUST-953,emily96@example.com,00133890007936931,"290 Moody Brook South Laura, OR 19656",Protein Whey,5.5,15.5,11.62,6.2,9.99,77.5,,paid,partial,"California, US",Express,first-time,,,
01136,2026-01-15,Richard Sandoval,CUST-281,heatherturner@example.net,,"59976 Brandt Mount Charlotteville, MS 52987",running shoes (pro),8.0,89.99,36.0,,4.99,719.92,US$,paid,fulfilled,usa,Standard,first-time;vip;gift,"Fragile, handle with care",,2026-01-15
1137-01,2025-12-16,Tyler Nash,CUST-695,pschwartz@example.com,337933346399439,"1219 Spencer Knoll South Jennabury, NH 53318",Running Shoes (Pro),6.0,89.99,-80.99,-37.8,,539.94,,paid,fulfilled,"United States, CA",International,,"Fragile, handle with care",,
1139-01,,Bethany Jones,CUST-657,,3329137391,"723 Robert Crossing Melissaville, HI 27317",Yoga Mat,5.5,29.99,7.5,12.0,4.99,149.95,EUR,chargeback,partial,"California, US",International,gift;first-time;wholesale,"Fragile, handle with care",,
ORD-1140,2025-12-24,"Hayes, Steven",21459,arnoldmary at example.net,,"173 Stevens Way, South Colleen, FM 47468",Runner Shoes Pro,9.5,45.0,20.25,32.4,9.99,9.5,USD,refunded,partial,"United States, CA",Standard,wholesale,,,2025-12-24
#1141,2021-02-19,Alexis Gomez,54857,rosebenjamin@example.com,5058694378,Unit 9248 Box 4817 DPO AE 05802,Running Sho3s (Pro),4.0,89.99,18.0,-28.8,-7.5,359.96,,paid,cancelled,United States of America,International,,Call before delivery,#1141,
1142,2025-12-15,Christopher Paul,,houstonbeverly@example.com,8978474832,USNV Hernandez FPO AA 50321,Stainless Water Bottle,9.0,15.5,0.1,11.16,9.99,-139.5,US$,paid,cancelled,US-CA,Pickup,vip;gift;wholesale,!!!,,
1143,2025-12-04,Martin Yu,80193,jessethomas@example.org,14054211814460,"92540 Johnson Port Apt. 346 Edwardsbury, OH 16425",Stainless Water Bottle,2.0,15.5,0.0,1.86,0.0,-31.0,USD,paid,unfulfilled,"California, US",Standard,,Call before delivery,,
01144,2025-12-10,Kim Alexander,CUST-595,yjones@example.com,,"8352 Selena Manors, Lake Lisa, RI 85554",US-CA,10.0,,15.5,10.85,0.0,155.0,EUR,paid,unfulfilled,Yoga Matt,International,first-time;gift;backorder,Call before delivery,01144,2025-12-10
1145,2026-01-23,David Wells,46188,steven30 at example.net,,"65170 Brown Falls, East Christopherland, WV 33407",Stainless Water Bottle,9.0,15.5,6.98,9.77,7.5,,EUR,refunded,partial,"United States, CA",Pickup,gift,"Fragile, handle with care",,
01146,2026-01-09,Sarah Smith,47973,scott17@example.net,947372958100769,"36844 Ashley Club Suite 994 Morganmouth, MD 57851",Yoga Mat,7.0,29.99,10.5,12.6,9.99,209.93,,paid,cancelled,"United States, CA",International,,,,
1147,2026-01-11,"Edwards, William",CUST-267,sylvia66@example.org,5876739787,"10171 David Locks Suite 359 Millerstad, AL 43213",Protein Whey,10.0,29.99,44.98,17.99,0.0,299.9,USD,chargeback,cancelled,U.S.A.,Local Delivery,first-time,Call before delivery,1147,
01148,2025-12-18,Amber Pearson,63452,,45033093709471,,StainlessWaterBottle,7.0,15.5,0.0,7.6,0.0,108.5,,refunded,fulfilled,"United States, CA",International,gift;first-time,,,2025-12-18
ORD1149,2025-12-20,Kevin Miles,83172,mooneyjerry@example.net,,,Yoga Mat,8.5,,-12.0,19.19,9.99,239.92,EUR,chargeback,fulfilled,U S A,Express,,,,
ORD1150,2026-01-22,Sean Thomas,CUST-740,deborah81@example.org,561551479260779,3823 Simon Coves Jimfurt NC 11172,Yoga Mat,8.5,29.99,23.99,0.05,4.99,239.92,,chargeback,fulfilled,US-CA,Pickup,,,ORD1150,
ORD-1151,2026-01-20,Dennis Nelson,CUST-473,keverett@example.org,,129 Lindsey Points Apt. 352 Amandamouth TX 91180,Runner Shoes Pro,6.0,35.0,10.5,12.6,0.0,210.0,,chargeback,fulfilled,US-CA,Express,vip;gift;first-time,Leave at door,,
01152,2025-04-12,Mackenzie Johnson,CUST-655,jacobsoto at example.org,7856715500865,"6948 Mata Brooks Suite 569 New Kelseyfort, ID 10773",Yoga Mat,10.0,29.99,29.99,23.99,7.5,,,paid,fulfilled,U.S.A.,Pickup,wholesale;first-time;vip,"Fragile, handle with care",,2025-04-12
1153-01,2025-11-12,"Miller, John",CUST-632,crystalsmith@example.org,123393032311236,"72490 Smith Estates Suite 089 Lake Ernest, AZ 87137",running shoes (pro),3.0,89.99,0.05,0.1,0.0,-269.97,EUR,paid,fulfilled,US-CA,Standard,,Call before delivery,1153-01,
ORD-1154,2026-01-18,Mark Ramirez,85121,romanashlee@example.net,7432587435,"7320 Fields Springs Apt. 283 Kimberlyview, NE 15873",Whey Protein,5.0,35.0,0.15,12.25,7.5,175.0,EUR,paid,fulfilled,United States,International,,Leave at door,,
1156,2025-12-25,Angela Marshall,33438,matthewsellers@example.net,7254486494,"46553 Mikayla Pine North Michael, VA 12886",Stainless Water Bottle,8.0,-15.5,0.0,-9.92,9.99,124.0,USD,unpaid,partial,"California, US",International,wholesale,Leave at door,1156,2025-12-25
ORD1157,2025-12-14,Ashley Parker,,megan22@example.com,001662521864527212,"1867 Kramer Mountains Suite 437, Mariestad, MN 24481",StainlessWaterBottle,6.0,15.5,0.15,6.51,9.99,6.0,USD,chargeback,fulfilled,United States,Local Delivery,backorder;vip,,,
#1158,,Henry Middleton,CUST-982,ejimenez@example.com,174359584826510,"066 Dwayne Rapid, West Lindaland, SD 74556",Protein Whey,8.0,35.0,28.0,19.6,0.0,280.0,,chargeback,cancelled,US-CA,Standard,,,,
ORD-1159,2025-12-26,David Smith,CUST-698,kimberly14@example.org,00122640625428323,"37444 Todd Center Apt. 368, South Jasmineside, MO 33430",RUNNING SHOES (PRO),10.0,89.99,,71.99,4.99,899.9,US$,paid,cancelled,"California, US",Standard,gift;wholesale,,ORD-1159,
#1160,2025-12-11,Carolyn Anderson Md,CUST-340,gardnermichael@example.net,9012602557,"9807 Brian Garden South Adamfort, KS 90493",Dumbbell Set 20kg,7.0,45.0,15.75,22.05,4.99,315.0,USD,paid,fulfilled,"United States, CA",International,vip;first-time;gift,,,2025-12-11
01161,,Gregory Cox,CUST-606,robertfrazier@example.net,001209392063374493,,Whey Protein,6.0,35.0,0.0,0.2,0.0,210.0,US$,unpaid,fulfilled,US-CA,Express,first-time;vip;gift,Leave at door,,
1162,2026-02-01,Andrea Palmer,50209,kleinscott@example.net,001768396149874010,"75351 Tran Run Lake Briannamouth, PW 82535",USA,10.0,89.99,134.98,53.99,4.99,899.9,US$,refunded,partial,Running Shoes (Pro),Pickup,backorder;wholesale,!!!,1162,
#1163,2025-12-21,Emily Thomas,33714,youngpaul@example.com,148384327921283,"6685 Dalton Way West Eric, LA 70675",Stainless Water Bottle,7.0,15.5,16.27,6.51,4.99,108.5,EUR,partially refunded,partial,United States of America,Express,vip,,,
1164-01,2026-01-06,Howard Gonzalez,,lisa68@example.net,58122997264832,"221 Hall Mill, Davidville, WV 50886",WHEY PROTEIN,6.0,-35.0,31.5,14.7,4.99,210.0,EUR,partially refunded,fulfilled,U S A,Local Delivery,backorder,Call before delivery,,2026-01-06
01165,2025-11-29,Julie Allen,40670,walterday@example.net,1994698330070554,"4108 Vazquez Mill Apt. 906 Matthewmouth, MA 51761",Running Shoes (Pro),1.0,89.99,0.05,7.2,9.99,89.99,,partially refunded,unfulfilled,USA,Express,first-time;wholesale,,01165,
ORD-1166,2025-12-05,Crystal Mack,CUST-595,user at mail.com,7115558911,"10620 Austin Camp, Johnchester, MS 06327",Yoga Mat,1.0,29.99,1.5,2.4,4.99,29.99,US$,paid,partial,U.S.A.,International,backorder;wholesale;first-time,"Fragile, handle with care",,
1167,2026-01-18,Colleen Vargas,75724,user at mail.com,,"5670 Anita Parks Apt. 135 Amandafort, PA 81807",Running Shoes (Pro),5.0,,45.0,27.0,,5.0,,chargeback,unfulfilled,"United States, CA",Standard,,Call before delivery,,
ORD1168,2025-12-26,Jason Miller,,nfrank@example.net,3476116279,"41116 Diaz Spring Suite 389, East Isaac, DC 17401",Running Shoes (Pro),3.0,89.99,13.5,-18.9,0.0,,EUR,refunded,unfulfilled,U S A,Pickup,wholesale,Call before delivery,ORD1168,2025-12-26
1169,2025-12-17,"Brown, Edward",CUST-905,martineznancy@example.org,541955673815775,"28911 Destiny Hills North Joyce, MH 46158",Whey Protein,9.0,35.0,0.15,25.2,,315.0,,chargeback,fulfilled,United States,Pickup,,!!!,,
ORD1170,2025-12-20,Kevin Kennedy,61164,hernandezrobert@example.net,18558224203281,,Dumbbell Set 20kg,9.0,45.0,60.75,24.3,9.99,405.0,USD,paid,fulfilled,US-CA,Local Delivery,wholesale;vip;gift,,,
1171,2026-01-11,Kevin Klein,CUST-855,arnoldpaul@example.net,00134238427924565,"4976 Castillo Corners West Eileen, MA 51506",Dumbbell Set 20kg,7.0,45.0,47.25,,0.0,315.0,,refunded,unfulfilled,US-CA,International,backorder,,1171,
1172,,Elizabeth Mckee,83736,meagan00@example.net,516450659700245,"4584 Kennedy Forges Gainesfort, NJ 05536",STAINLESS WATER BOTTLE,8.0,15.5,,9.92,0.0,124.0,US$,paid,fulfilled,"United States, CA",International,backorder,,,
1173,2025-11-30,Tammy Peterson,,unknown@,16677947149169,"634 Curtis Falls Apt. 448, New Gabrieltown, HI 22598",Yoga Mat,4.5,29.99,0.1,8.4,7.5,-119.96,USD,refunded,cancelled,"California, US",Local Delivery,,,,
01174,2025-12-10,Elaine Schmidt,CUST-897,pricestephen@example.com,135427257279496,"448 Grant Plains Curtisburgh, UT 67015",Yoga Mat,3.0,29.99,0.1,5.4,,89.97,USD,paid,cancelled,"United States, CA",Pickup,,,01174,
ORD1175,2025-12-15,"Garcia, Tina",CUST-607,vdonaldson@example.com,519317043159140,7241 Douglas Bridge Escobarshire SC 66840,dumbbell set 20kg,1.0,45.0,4.5,2.7,-9.99,45.0,EUR,partially refunded,partial,"United States, CA",International,vip;gift,,,
ORD1176,2026-01-11,Tammy Burgess,CUST-251,,00174777658009795,"298 Brittany River Apt. 084 Millerton, AK 31599",Whey Protein,2.0,35.0,3.5,5.6,7.5,70.0,,paid,fulfilled,"United States, CA",International,backorder;wholesale;first-time,,,2026-01-11
01177,2025-12-18,Nicolas Griffin,,,6039388609,"796 Laura Walk, Harperberg, MT 08629",Dumbbell Set 20kg,1.0,45.0,2.25,,,45.0,EUR,paid,unfulfilled,USA,Pickup,,,01177,
1178-01,2025-12-09,Tracy Ford,39026,ejohnson@example.com,4879787307,"3847 York Burg East Brandonville, PW 42245",Yoga Mat,5.5,29.99,22.49,10.5,7.5,149.95,USD,unpaid,partial,US,Standard,wholesale;vip;gift,,,
1179-01,2026-06-01,Rebecca Clarke,CUST-439,ruizbryan@example.com,8817411846,856 Shaw Glens Apt. 118 Morrisberg ND 30235,running shoes (pro),3.0,89.99,0.0,,9.99,3.0,USD,paid,fulfilled,US-CA,International,gift;wholesale;first-time,Leave at door,,
1180,2026-01-16,"Henderson, Patricia",CUST-259,patriciamarsh@example.net,93879771381076,55532 Pamela Expressway Lake Stephanie OK 94692,RUNNING SHOES (PRO),6.0,-89.99,27.0,43.2,4.99,539.9399999999999,USD,paid,unfulfilled,US-CA,Express,vip,"Fragile, handle with care",1180,2026-01-16
ORD1181,2025-12-03,Michael Fields,19171,mcdanielmichael@example.org,2946976234,"035 Chloe Square Apt. 038 North Tyronechester, KS 90173",yoga mat,9.0,-29.99,-0.0,16.19,4.99,269.91,,paid,unfulfilled,U S A,Local Delivery,first-time;wholesale;backorder,"Fragile, handle with care",,
1182-01,2025-12-20,Jennifer Rhodes,CUST-233,doughertymadison at example.com,2836194062474,"989 Nunez Throughway Apt. 068, Padillaland, MD 88678",Dumbbell Set 20kg,2.0,45.0,4.5,6.3,0.0,-90.0,US$,chargeback,fulfilled,USA,Pickup,,Leave at door,,
1183,2026-01-13,"Adams, Juan",19789,nguerra@example.net,3232267485,"10751 Jake Ridge New Victoriashire, MS 56271",DUMBBELL SET 20KG,8.0,-45.0,0.0,25.2,7.5,360.0,USD,paid,cancelled,U S A,Local Delivery,wholesale;vip;backorder,,1183,
#1184,2025-12-26,Ryan Hall,15144,ynguyen@example.com,,"2469 Jose Island Ramoshaven, ME 73195",Stainless Water Bottle,1.5,-15.5,0.05,0.2,9.99,15.5,,paid,fulfilled,United States,Standard,,,,2025-12-26
ORD1185,2027-01-01,Charles Johnson,CUST-350,anthony84 at example.org,8262595307331,"02840 Charles Avenue Apt. 162 Lake Aprilborough, IL 18666",Stainless Water Bottle,4.0,15.5,0.15,3.72,4.99,62.0,USD,paid,fulfilled,US,International,vip;gift;backorder,!!!,,
,2026-01-26,"Singleton, Tony",27886,nancymedina@example.net,85785759300937,"031 Teresa Meadows Suite 806 South Christopher, DC 19245",RunningShoes(Pro),9.0,89.99,40.5,48.59,7.5,809.91,,unpaid,unfulfilled,U S A,Standard,wholesale;first-time,,,
1187,2026-01-07,Andrea Drake,,taylorrobert@example.net,1857265335654480,"62754 Reed Spring Apt. 684, East Alicia, OR 53304",Bottle Steel,6.0,-35.0,0.0,,4.99,210.0,,chargeback,cancelled,US-CA,Standard,gift,"Fragile, handle with care",,
01188,2026-01-01,"Smith, Daniel",CUST-650,jennifervillanueva@example.com,7268537010,"08629 Michael Mission, North Phyllistown, DC 41025",dumbbell set 20kg,8.0,45.0,0.0,0.2,4.99,8.0,,partially refunded,partial,"United States, CA",International,gift;first-time,Call before delivery,,2026-01-01
1189,2026-01-03,Teresa May,81975,usmith@example.org,12573505314596,9462 Douglas Viaduct West Christopherland MT 34553,Yoga Mat,4.5,29.99,6.0,9.6,9.99,119.96,,chargeback,fulfilled,US,Pickup,wholesale;first-time;vip,"Fragile, handle with care",1189,
1190,2025-05-12,Kristin Hodge,51328,hardymichelle@example.net,00135222261950009,"30976 Gina Drive, Lake Samuel, NJ 39618",Whey Protein,1.0,35.0,3.5,2.1,0.0,35.0,,paid,unfulfilled,U S A,Local Delivery,backorder,"Fragile, handle with care",,
1191,2025-11-28,Jessica Sanchez,CUST-710,acostacatherine@example.net,4817643497851,"3039 Michael Groves Suite 142 Garciabury, TN 88075",Whey Protein,2.0,35.0,10.5,5.6,0.0,70.0,USD,partially refunded,cancelled,"California, US",Express,,"Fragile, handle with care",,
01192,2025-12-26,"Simon, Cody",CUST-416,,001368964293946862,"9070 Sean Brooks Trevinoside, DE 88288",Dumbb3ll Set 20kg,1.0,45.0,4.5,3.6,0.0,45.0,USD,paid,fulfilled,"United States, CA",Pickup,vip,!!!,01192,2025-12-26
01193,2026-01-04,Derrick Lee,CUST-836,oarmstrong@example.net,0012864888395415,"993 Benjamin Village Mooreville, VA 24249",Dumbb3ll Set 20kg,8.5,45.0,0.0,21.6,4.99,360.0,US$,paid,fulfilled,US-CA,International,wholesale,,,
#1194,2026-01-11,Bill Young,59693,awilliams at example.com,5797071996,"3028 Tina Motorway, Hernandezton, MO 97158",Running Shoes (Pro),3.0,89.99,40.5,21.6,4.99,269.97,EUR,partially refunded,fulfilled,US,Standard,vip,!!!,,
ORD1195,2025-12-23,Timothy Martin,,rjames@example.net,75847601903578,USNV Fuentes FPO AP 55349,Yoga Mat,8.0,29.99,12.0,14.4,,239.92,US$,unpaid,unfulfilled,United States of America,Pickup,,,ORD1195,
ORD1196,2025-12-28,Dana Burns,72090,chenlindsey@example.net,173264073920425,PSC 2378 Box 4235 APO AP 13353,YogaMat,1.0,29.99,0.0,2.1,7.5,29.99,,paid,partial,US,Pickup,,"Fragile, handle with care",,2025-12-28
01197,2026-01-04,"Dvm, Victoria Diaz",87828,andersonsteve@example.com,8862579102,"982 Wells Lodge Apt. 395 West Brittany, NM 07995",StainlessWaterBottle,7.0,,16.27,,7.5,108.5,EUR,paid,partial,U S A,Local Delivery,vip;wholesale,!!!,,
#1198,2026-01-10,Christopher Stone,,user at mail.com,8747107786,"7029 Holloway Haven Suite 802 East Jasonview, MH 26445",Stainless Water Bottle,6.0,15.5,,6.51,0.0,93.0,USD,partially refunded,unfulfilled,United States of America,Local Delivery,,Leave at door,#1198,
1199-01,2021-02-01,Vernon Lopez,57310,rmontoya@example.org,414582315870014,"7055 Vargas Rapid Smithview, PR 64897",Yoga Mat,8.5,29.99,23.99,0.2,9.99,239.92,,unpaid,partial,"California, US",Standard,gift;vip;wholesale,Call before delivery,,
1200,,Reginald Bowen,CUST-209,donald22@example.org,541679472175033,,Yoga Mat,5.0,29.99,14.99,9.0,4.99,149.95,US$,partially refunded,partial,usa,Local Delivery,backorder;gift,"Fragile, handle with care",,
01201,2026-02-01,"Lara, Jennifer",19072,,4724546340,"16532 Linda Underpass Apt. 640, Karentown, IL 22551",Whey Protein,5.5,35.0,8.75,10.5,,175.0,EUR,paid,partial,usa,Standard,,Call before delivery,01201,
01202,2025-12-12,Kevin Tate,,meghan07@example.net,00132383119878753,"8353 Wright Ports Port Dustinton, CA 14131",Whey Protein,1.0,,5.25,2.8,4.99,35.0,,partially refunded,fulfilled,USA,Express,vip,"Fragile, handle with care",,
#1203,2026-12-01,Jeanette Marshall,64763,bstephens@example.org,977620506121003,"973 Tanya Landing, West Tiffany, MT 99452",Yoga Mat,1.5,29.99,1.5,2.4,0.0,29.99,EUR,paid,fulfilled,U S A,Standard,first-time;gift;vip,!!!,,
ORD1204,,Jason Coleman,CUST-609,melissa86@example.com,,"2325 Alyssa Hollow Port Antonio, NJ 31130",Dumbbell Set 20kg,3.0,45.0,6.75,8.1,,135.0,USD,paid,fulfilled,"California, US",Local Delivery,,"Fragile, handle with care",ORD1204,
01205,2025-12-26,Rachel Brown,31929,kellyjoseph@example.org,,"7750 Briana Estates Apt. 546, New Pedrofurt, TN 54267",Stainless Water Bottle,1.0,15.5,0.78,0.15,,15.5,,chargeback,cancelled,United States,Local Delivery,backorder,Call before delivery,,
ORD1206,2025-12-27,,20482,xwilliams@example.net,3756805077,,Yoga Mat,4.0,29.99,0.0,8.4,0.0,119.96,EUR,chargeback,unfulfilled,USA,Standard,first-time,"Fragile, handle with care",,
1207-01,2025-12-08,Shelly Kelly,CUST-180,pattondeborah@example.net,42976053281380,"USNV Camacho, FPO AE 57678",YogaMat,8.0,29.99,23.99,0.2,9.99,239.92,US$,chargeback,fulfilled,US-CA,Express,gift;vip;backorder,,1207-01,
1208,2025-12-14,Jennifer Fox,81843,ujacobson@example.org,9588189427,29720 Hernandez Groves New Logan MA 54522,Running Shoes (Pro),2.0,,0.0,12.6,9.99,179.98,,chargeback,partial,United States,International,backorder;gift,Call before delivery,,2025-12-14
ORD1209,,Kristine Brown,CUST-505,ojames@example.org,1422399923611234,"34652 Lee Tunnel Suite 222 South Isaacburgh, MD 85495",Dumbbell Set 20Kg,6.0,45.0,-0.0,0.1,4.99,270.0,USD,unpaid,fulfilled,USA,Local Delivery,,!!!,,
01210,2026-01-14,Robert Mcintyre,CUST-215,unknown@,16598905364,"21743 Davis Roads, Martinezfurt, NV 66706",Dumbbell Set 20kg,7.0,,31.5,18.9,9.99,7.0,EUR,unpaid,fulfilled,US,Local Delivery,wholesale;first-time;vip,,01210,
1211,2026-01-23,Paula Martin,35067,,4114922088,"20573 Boyd Harbors West Johnfurt, MN 87626",Whey Protein,2.0,35.0,7.0,4.9,4.99,70.0,US$,paid,cancelled,United States of America,Express,first-time,Leave at door,,
01212,2025-12-27,Brian Butler,CUST-851,michael52@example.com,5526818248,,Yoga Mat,9.5,29.99,0.0,16.19,7.5,269.91,,chargeback,cancelled,"California, US",Standard,,!!!,,2025-12-27
#1213,2025-12-24,Tina Evans,57988,robertdaniels@example.org,0013412554183,"169 Stewart Ridges Serranoshire, NY 73935",Running Shoes (Pro),4.0,89.99,0.15,,9.99,359.96,USD,paid,cancelled,United States of America,Standard,backorder;vip,Call before delivery,#1213,
#1214,2026-01-10,James Williams,CUST-282,mooreadam@example.org,3582615960,,Yoga Mat,3.5,29.99,13.5,6.3,,89.97,USD,paid,fulfilled,US,Standard,gift;backorder,"Fragile, handle with care",,
#1215,2026-01-11,Daniel Price,89495,mikayla64@example.com,4212043198012,"039 Browning Road Port Paula, NV 72471",U S A,2.0,45.0,9.0,6.3,,90.0,EUR,chargeback,fulfilled,dumbbell set 20kg,Express,,Leave at door,,
1216,,Michelle Fleming,CUST-616,,822368619349686,"88130 Howell Wall South Devin, MD 62063",Yoga Mat,7.5,29.99,20.99,,-9.99,209.93,,paid,fulfilled,usa,Standard,backorder;first-time,,1216,
1217,2025-12-18,Michael Lawson,92060,martinezrussell@example.org,7839075200,,Stainless Water Bottle,5.0,15.5,11.62,6.2,0.0,-77.5,USD,partially refunded,cancelled,US-CA,International,,,,
